course_code	slug	target_lang	pricing_tier	voice	origin	clips	d_min	d_max	vpass	vfail	vnull	dangling
ita_for_eng	pod-0-unrecorded	ita	premium	x7avnu1k	tts	45	2026-06-08	2026-06-27	0	0	45	0
ita_for_eng	pod-0-unrecorded	ita	premium	hqxr4yub	tts	3	2026-06-10	2026-06-10	0	0	3	0
ita_for_eng	pod-0-unrecorded	ita	premium	xai_eve	tts	3	2026-06-10	2026-06-10	0	0	3	0
ita_for_eng	pod-0-unrecorded	ita	premium	xai_ara	tts	1	2026-06-10	2026-06-10	0	0	1	0
ita_for_eng	pod-0-unrecorded	ita	premium	ara	tts	12	2026-06-10	2026-07-23	0	0	12	0
ita_for_jpn	pod-0	ita	premium	bcs7l2c3	tts	25	2026-06-08	2026-06-10	0	0	25	0
ita_for_jpn	pod-0	ita	premium	eve	tts	46	2026-06-08	2026-07-16	0	0	46	0
ita_for_jpn	pod-0	ita	premium	x7avnu1k	tts	48	2026-06-08	2026-06-19	0	0	48	0
ita_for_jpn	pod-0	ita	premium	hqxr4yub	tts	3	2026-06-10	2026-06-10	0	0	3	0
ita_for_jpn	pod-0	ita	premium	ara	tts	17	2026-06-10	2026-06-19	0	0	17	0
ita_for_jpn	pod-0	ita	premium	xai_eve	tts	3	2026-06-10	2026-06-10	0	0	3	0
jpn_for_eng	pod-0	jpn	premium	xai_ara	tts	3	2026-06-08	2026-06-10	0	0	3	0
jpn_for_eng	pod-0	jpn	premium	b1a7441b97a1	tts	56	2026-06-08	2026-06-10	0	0	56	0
jpn_for_eng	pod-0	jpn	premium	ara	tts	44	2026-06-08	2026-06-10	0	0	44	0
jpn_for_eng	pod-0	jpn	premium	rex	tts	7	2026-06-08	2026-06-10	0	0	7	0
jpn_for_eng	pod-0	jpn	premium	eve	tts	11	2026-06-10	2026-06-19	0	0	11	0
jpn_for_eng	pod-0	jpn	premium	d0cb9ff07d95	tts	17	2026-06-10	2026-06-19	0	0	17	0
jpn_for_eng	pod-0	jpn	premium	xai_eve	tts	3	2026-06-10	2026-06-10	0	0	3	0
jpn_for_eng	pod-0	jpn	premium	xai_rex	tts	1	2026-06-10	2026-06-10	0	0	1	0
jpn_for_eng	pod-0-unrecorded	jpn	premium	b1a7441b97a1	tts	48	2026-06-08	2026-06-10	0	0	48	0
jpn_for_eng	pod-0-unrecorded	jpn	premium	xai_ara	tts	3	2026-06-08	2026-06-10	0	0	3	0
jpn_for_eng	pod-0-unrecorded	jpn	premium	ara	tts	37	2026-06-08	2026-06-10	0	0	37	0
jpn_for_eng	pod-0-unrecorded	jpn	premium	rex	tts	7	2026-06-08	2026-06-10	0	0	7	0
jpn_for_eng	pod-0-unrecorded	jpn	premium	xai_rex	tts	1	2026-06-10	2026-06-10	0	0	1	0
jpn_for_eng	pod-0-unrecorded	jpn	premium	eve	tts	10	2026-06-10	2026-06-10	0	0	10	0
jpn_for_eng	pod-0-unrecorded	jpn	premium	xai_eve	tts	3	2026-06-10	2026-06-10	0	0	3	0
jpn_for_eng	pod-0-unrecorded	jpn	premium	d0cb9ff07d95	tts	16	2026-06-10	2026-06-19	0	0	16	0
kor_for_eng	pod-0	kor	premium	bf9fe5b5f981	tts	46	2026-06-08	2026-06-10	0	0	46	0
kor_for_eng	pod-0	kor	premium	23be42535a45	tts	47	2026-06-10	2026-06-10	0	0	47	0
kor_for_eng	pod-0	kor	premium	b5ae17439907	tts	10	2026-06-10	2026-06-10	0	0	10	0
kor_for_eng	pod-0	kor	premium	eve	tts	7	2026-06-10	2026-06-10	0	0	7	0
kor_for_eng	pod-0	kor	premium	a0401c9101f8	tts	17	2026-06-10	2026-06-10	0	0	17	0
kor_for_eng	pod-0	kor	premium	ara	tts	14	2026-06-10	2026-06-10	0	0	14	0
kor_for_eng	pod-0	kor	premium	xai_eve	tts	1	2026-06-10	2026-06-10	0	0	1	0
kor_for_eng	pod-0-unrecorded	kor	premium	bf9fe5b5f981	tts	41	2026-06-08	2026-06-10	0	0	41	0
kor_for_eng	pod-0-unrecorded	kor	premium	ara	tts	14	2026-06-10	2026-06-10	0	0	14	0
kor_for_eng	pod-0-unrecorded	kor	premium	b5ae17439907	tts	10	2026-06-10	2026-06-10	0	0	10	0
kor_for_eng	pod-0-unrecorded	kor	premium	a0401c9101f8	tts	16	2026-06-10	2026-06-10	0	0	16	0
kor_for_eng	pod-0-unrecorded	kor	premium	xai_eve	tts	1	2026-06-10	2026-06-10	0	0	1	0
kor_for_eng	pod-0-unrecorded	kor	premium	23be42535a45	tts	42	2026-06-10	2026-06-10	0	0	42	0
kor_for_eng	pod-0-unrecorded	kor	premium	eve	tts	6	2026-06-10	2026-06-10	0	0	6	0
lav_for_eng	pod-0	lav	free	lv-LV-EveritaNeural	tts	52	2026-05-05	2026-07-16	0	0	52	0
lav_for_eng	pod-0	lav	free	lv-LV-NilsNeural	tts	69	2026-05-06	2026-07-16	0	0	69	0
lav_for_eng	pod-0	lav	free	azure_lv-LV-EveritaNeural	tts	4	2026-06-10	2026-06-11	0	0	4	0
lav_for_eng	pod-0	lav	free	azure_lv-LV-NilsNeural	tts	17	2026-06-10	2026-07-16	0	0	17	0
lav_for_eng	pod-0-unrecorded	lav	free	lv-LV-EveritaNeural	tts	48	2026-05-05	2026-07-16	0	0	48	0
lav_for_eng	pod-0-unrecorded	lav	free	lv-LV-NilsNeural	tts	61	2026-05-06	2026-07-16	0	0	61	0
lav_for_eng	pod-0-unrecorded	lav	free	azure_lv-LV-NilsNeural	tts	17	2026-06-10	2026-07-16	0	0	17	0
lav_for_eng	pod-0-unrecorded	lav	free	azure_lv-LV-EveritaNeural	tts	4	2026-06-10	2026-06-11	0	0	4	0
lit_for_eng	pod-0	lit	free	azure_lt-LT-LeonasNeural	tts	9	2026-05-06	2026-07-16	0	0	9	0
lit_for_eng	pod-0	lit	free	lt-LT-LeonasNeural	tts	77	2026-06-08	2026-07-16	0	0	77	0
lit_for_eng	pod-0	lit	free	azure_lt-LT-OnaNeural	tts	5	2026-06-10	2026-07-16	0	0	5	0
lit_for_eng	pod-0	lit	free	lt-LT-OnaNeural	tts	51	2026-06-10	2026-07-16	0	0	51	0
lit_for_eng	pod-0-unrecorded	lit	free	lt-LT-LeonasNeural	tts	67	2026-06-08	2026-07-16	0	0	67	0
lit_for_eng	pod-0-unrecorded	lit	free	azure_lt-LT-OnaNeural	tts	5	2026-06-10	2026-07-16	0	0	5	0
lit_for_eng	pod-0-unrecorded	lit	free	azure_lt-LT-LeonasNeural	tts	8	2026-06-10	2026-07-16	0	0	8	0
lit_for_eng	pod-0-unrecorded	lit	free	lt-LT-OnaNeural	tts	42	2026-06-10	2026-07-16	0	0	42	0
nep_for_eng	pod-0	nep	free	ne-NP-HemkalaNeural	tts	65	2026-05-05	2026-06-19	0	0	65	0
nep_for_eng	pod-0	nep	free	ne-NP-SagarNeural	tts	63	2026-05-06	2026-06-19	0	0	63	0
nep_for_eng	pod-0	nep	free	azure_ne-NP-SagarNeural	tts	7	2026-06-10	2026-06-11	0	0	7	0
nep_for_eng	pod-0	nep	free	azure_ne-NP-HemkalaNeural	tts	7	2026-06-10	2026-06-11	0	0	7	0
nep_for_eng	pod-0-unrecorded	nep	free	ne-NP-HemkalaNeural	tts	62	2026-05-05	2026-06-19	0	0	62	0
nep_for_eng	pod-0-unrecorded	nep	free	ne-NP-SagarNeural	tts	58	2026-05-06	2026-06-19	0	0	58	0
nep_for_eng	pod-0-unrecorded	nep	free	azure_ne-NP-HemkalaNeural	tts	6	2026-06-10	2026-06-11	0	0	6	0
nep_for_eng	pod-0-unrecorded	nep	free	azure_ne-NP-SagarNeural	tts	5	2026-06-10	2026-06-10	0	0	5	0
nld_for_eng	pod-0	nld	free	a13662ba951c	tts	46	2026-06-08	2026-06-10	0	0	46	0
nld_for_eng	pod-0	nld	free	244e27b39200	tts	10	2026-06-08	2026-06-10	0	0	10	0
nld_for_eng	pod-0	nld	free	247783ebdd51	tts	47	2026-06-08	2026-06-19	0	0	47	0
nld_for_eng	pod-0	nld	free	eve	tts	7	2026-06-10	2026-06-10	0	0	7	0
nld_for_eng	pod-0	nld	free	xai_eve	tts	1	2026-06-10	2026-06-10	0	0	1	0
nld_for_eng	pod-0	nld	free	xai_ara	tts	1	2026-06-10	2026-06-10	0	0	1	0
nld_for_eng	pod-0	nld	free	58d27475085e	tts	17	2026-06-10	2026-06-10	0	0	17	0
nld_for_eng	pod-0	nld	free	ara	tts	13	2026-06-10	2026-06-10	0	0	13	0
nld_for_eng	pod-0-unrecorded	nld	free	247783ebdd51	tts	41	2026-06-08	2026-06-19	0	0	41	0
nld_for_eng	pod-0-unrecorded	nld	free	244e27b39200	tts	7	2026-06-08	2026-06-10	0	0	7	0
nld_for_eng	pod-0-unrecorded	nld	free	a13662ba951c	tts	39	2026-06-08	2026-06-10	0	0	39	0
nld_for_eng	pod-0-unrecorded	nld	free	xai_eve	tts	1	2026-06-10	2026-06-10	0	0	1	0
nld_for_eng	pod-0-unrecorded	nld	free	xai_ara	tts	1	2026-06-10	2026-06-10	0	0	1	0
nld_for_eng	pod-0-unrecorded	nld	free	58d27475085e	tts	12	2026-06-10	2026-06-10	0	0	12	0
nld_for_eng	pod-0-unrecorded	nld	free	ara	tts	11	2026-06-10	2026-06-10	0	0	11	0
nld_for_eng	pod-0-unrecorded	nld	free	eve	tts	4	2026-06-10	2026-06-10	0	0	4	0
nor_for_eng	pod-0	nor	free	nb-NO-IselinNeural	tts	52	2026-03-24	2026-06-19	0	0	52	0
nor_for_eng	pod-0	nor	free	nb-NO-FinnNeural	tts	47	2026-06-08	2026-06-19	0	0	47	0
nor_for_eng	pod-0	nor	free	nb-NO-PernilleNeural	tts	28	2026-06-08	2026-06-11	0	0	28	0
nor_for_eng	pod-0	nor	free	azure_nb-NO-FinnNeural	tts	3	2026-06-08	2026-06-10	0	0	3	0
nor_for_eng	pod-0	nor	free	azure_nb-NO-IselinNeural	tts	10	2026-06-10	2026-06-19	0	0	10	0
nor_for_eng	pod-0	nor	free	azure_nb-NO-PernilleNeural	tts	2	2026-06-10	2026-06-11	0	0	2	0
nor_for_eng	pod-0-unrecorded	nor	free	nb-NO-IselinNeural	tts	41	2026-03-24	2026-06-19	0	0	41	0
nor_for_eng	pod-0-unrecorded	nor	free	nb-NO-FinnNeural	tts	43	2026-06-08	2026-06-19	0	0	43	0
nor_for_eng	pod-0-unrecorded	nor	free	nb-NO-PernilleNeural	tts	22	2026-06-08	2026-06-11	0	0	22	0
nor_for_eng	pod-0-unrecorded	nor	free	azure_nb-NO-FinnNeural	tts	2	2026-06-08	2026-06-10	0	0	2	0
nor_for_eng	pod-0-unrecorded	nor	free	azure_nb-NO-PernilleNeural	tts	2	2026-06-10	2026-06-11	0	0	2	0
nor_for_eng	pod-0-unrecorded	nor	free	azure_nb-NO-IselinNeural	tts	8	2026-06-10	2026-06-19	0	0	8	0
pol_for_eng	pod-0	pol	free	37329fd8895a	tts	46	2026-06-08	2026-06-19	0	0	46	0
pol_for_eng	pod-0	pol	free	1b12d5daee6b	tts	47	2026-06-08	2026-06-10	0	0	47	0
pol_for_eng	pod-0	pol	free	eve	tts	8	2026-06-10	2026-06-10	0	0	8	0
pol_for_eng	pod-0	pol	free	ara	tts	14	2026-06-10	2026-06-19	0	0	14	0
pol_for_eng	pod-0	pol	free	97fabd54445f	tts	17	2026-06-10	2026-06-19	0	0	17	0
pol_for_eng	pod-0	pol	free	2badb5f46b1e	tts	10	2026-06-10	2026-06-10	0	0	10	0
pol_for_eng	pod-0-unrecorded	pol	free	37329fd8895a	tts	36	2026-06-08	2026-06-19	0	0	36	0
pol_for_eng	pod-0-unrecorded	pol	free	1b12d5daee6b	tts	37	2026-06-08	2026-06-10	0	0	37	0
pol_for_eng	pod-0-unrecorded	pol	free	97fabd54445f	tts	13	2026-06-10	2026-06-10	0	0	13	0
pol_for_eng	pod-0-unrecorded	pol	free	2badb5f46b1e	tts	5	2026-06-10	2026-06-10	0	0	5	0
pol_for_eng	pod-0-unrecorded	pol	free	ara	tts	10	2026-06-10	2026-06-10	0	0	10	0
pol_for_eng	pod-0-unrecorded	pol	free	eve	tts	7	2026-06-10	2026-06-10	0	0	7	0
por_br_for_eng	pod-0	por	premium	3d030bc92a87	tts	8	2026-06-08	2026-06-10	0	0	8	0
por_br_for_eng	pod-0	por	premium	abfbdf26f115	tts	56	2026-06-08	2026-06-10	0	0	56	0
por_br_for_eng	pod-0	por	premium	ara	tts	45	2026-06-08	2026-06-10	0	0	45	0
por_br_for_eng	pod-0	por	premium	6da5baee46d0	tts	17	2026-06-10	2026-06-10	0	0	17	0
por_br_for_eng	pod-0	por	premium	xai_eve	tts	1	2026-06-10	2026-06-10	0	0	1	0
por_br_for_eng	pod-0	por	premium	eve	tts	13	2026-06-10	2026-06-19	0	0	13	0
por_br_for_eng	pod-0	por	premium	xai_ara	tts	2	2026-06-10	2026-06-10	0	0	2	0
por_br_for_eng	pod-0-unrecorded	por	premium	abfbdf26f115	tts	43	2026-06-08	2026-06-10	0	0	43	0
por_br_for_eng	pod-0-unrecorded	por	premium	3d030bc92a87	tts	8	2026-06-08	2026-06-10	0	0	8	0
por_br_for_eng	pod-0-unrecorded	por	premium	ara	tts	36	2026-06-08	2026-06-10	0	0	36	0
por_br_for_eng	pod-0-unrecorded	por	premium	6da5baee46d0	tts	15	2026-06-10	2026-06-10	0	0	15	0
por_br_for_eng	pod-0-unrecorded	por	premium	eve	tts	13	2026-06-10	2026-06-19	0	0	13	0
por_br_for_eng	pod-0-unrecorded	por	premium	xai_ara	tts	2	2026-06-10	2026-06-10	0	0	2	0
por_br_for_eng	pod-0-unrecorded	por	premium	xai_eve	tts	1	2026-06-10	2026-06-10	0	0	1	0
por_for_eng	pod-0	por	premium	eve	tts	42	2026-06-08	2026-06-19	0	0	42	0
por_for_eng	pod-0	por	premium	xai_eve	tts	5	2026-06-08	2026-06-10	0	0	5	0
por_for_eng	pod-0	por	premium	rex	tts	49	2026-06-08	2026-06-19	0	0	49	0
por_for_eng	pod-0	por	premium	sal	tts	22	2026-06-08	2026-06-19	0	0	22	0
por_for_eng	pod-0	por	premium	xai_rex	tts	1	2026-06-08	2026-06-08	0	0	1	0
por_for_eng	pod-0	por	premium	xai_ara	tts	2	2026-06-10	2026-06-10	0	0	2	0
por_for_eng	pod-0	por	premium	ara	tts	18	2026-06-10	2026-06-19	0	0	18	0
por_for_eng	pod-0	por	premium	xai_sal	tts	3	2026-06-10	2026-06-10	0	0	3	0
por_for_eng	pod-0-unrecorded	por	premium	xai_rex	tts	1	2026-06-08	2026-06-08	0	0	1	0
por_for_eng	pod-0-unrecorded	por	premium	rex	tts	45	2026-06-08	2026-06-19	0	0	45	0
por_for_eng	pod-0-unrecorded	por	premium	xai_eve	tts	5	2026-06-08	2026-06-10	0	0	5	0
por_for_eng	pod-0-unrecorded	por	premium	eve	tts	36	2026-06-08	2026-06-10	0	0	36	0
por_for_eng	pod-0-unrecorded	por	premium	sal	tts	20	2026-06-08	2026-06-19	0	0	20	0
por_for_eng	pod-0-unrecorded	por	premium	ara	tts	13	2026-06-10	2026-06-19	0	0	13	0
por_for_eng	pod-0-unrecorded	por	premium	xai_sal	tts	2	2026-06-10	2026-06-10	0	0	2	0
por_for_eng	pod-0-unrecorded	por	premium	xai_ara	tts	1	2026-06-10	2026-06-10	0	0	1	0
ron_for_eng	pod-0	ron	free	ro-RO-AlinaNeural	tts	64	2026-05-05	2026-07-16	0	0	64	0
ron_for_eng	pod-0	ron	free	azure_ro-RO-EmilNeural	tts	9	2026-06-08	2026-06-11	0	0	9	0
ron_for_eng	pod-0	ron	free	ro-RO-EmilNeural	tts	63	2026-06-08	2026-07-16	0	0	63	0
ron_for_eng	pod-0	ron	free	azure_ro-RO-AlinaNeural	tts	6	2026-06-10	2026-06-11	0	0	6	0
ron_for_eng	pod-0-unrecorded	ron	free	ro-RO-AlinaNeural	tts	56	2026-05-05	2026-07-16	0	0	56	0
ron_for_eng	pod-0-unrecorded	ron	free	ro-RO-EmilNeural	tts	59	2026-06-08	2026-07-16	0	0	59	0
ron_for_eng	pod-0-unrecorded	ron	free	azure_ro-RO-EmilNeural	tts	8	2026-06-08	2026-06-11	0	0	8	0
ron_for_eng	pod-0-unrecorded	ron	free	azure_ro-RO-AlinaNeural	tts	5	2026-06-10	2026-06-11	0	0	5	0
spa_for_eng	pod-0	spa	premium	eve	tts	45	2026-06-08	2026-06-10	0	0	45	0
spa_for_eng	pod-0	spa	premium	yis75yfp	tts	50	2026-06-08	2026-06-19	0	0	50	0
spa_for_eng	pod-0	spa	premium	xai_ara	tts	1	2026-06-10	2026-06-10	0	0	1	0
spa_for_eng	pod-0	spa	premium	xai_eve	tts	2	2026-06-10	2026-06-10	0	0	2	0
spa_for_eng	pod-0	spa	premium	ekhwx401	tts	25	2026-06-10	2026-06-19	0	0	25	0
spa_for_eng	pod-0	spa	premium	ara	tts	16	2026-06-10	2026-06-10	0	0	16	0
spa_for_eng	pod-0	spa	premium	jupvcf34	tts	3	2026-06-10	2026-06-10	0	0	3	0
spa_for_eng	pod-0-unrecorded	spa	premium	eve	tts	33	2026-06-08	2026-06-10	0	0	33	0
spa_for_eng	pod-0-unrecorded	spa	premium	jupvcf34	tts	2	2026-06-10	2026-06-10	0	0	2	0
spa_for_eng	pod-0-unrecorded	spa	premium	ara	tts	11	2026-06-10	2026-06-10	0	0	11	0
spa_for_eng	pod-0-unrecorded	spa	premium	xai_eve	tts	1	2026-06-10	2026-06-10	0	0	1	0
spa_for_eng	pod-0-unrecorded	spa	premium	yis75yfp	tts	39	2026-06-10	2026-06-19	0	0	39	0
spa_for_eng	pod-0-unrecorded	spa	premium	ekhwx401	tts	17	2026-06-10	2026-06-19	0	0	17	0
spa_for_eng	pod-0-unrecorded	spa	premium	xai_f2f41225	tts	10	2026-08-08	2026-08-08	0	0	10	0
spa_for_eng	pod-0-unrecorded	spa	premium	xai_d2313a0d	tts	6	2026-08-08	2026-08-08	0	0	6	0
spa_for_jpn	pod-0	spa	premium	yis75yfp	tts	50	2026-06-08	2026-06-19	0	0	50	0
spa_for_jpn	pod-0	spa	premium	xai_eve	tts	3	2026-06-08	2026-06-10	0	0	3	0
spa_for_jpn	pod-0	spa	premium	eve	tts	44	2026-06-08	2026-06-10	0	0	44	0
spa_for_jpn	pod-0	spa	premium	xai_ara	tts	5	2026-06-10	2026-06-19	0	0	5	0
spa_for_jpn	pod-0	spa	premium	ara	tts	12	2026-06-10	2026-06-10	0	0	12	0
spa_for_jpn	pod-0	spa	premium	jupvcf34	tts	3	2026-06-10	2026-06-10	0	0	3	0
spa_for_jpn	pod-0	spa	premium	ekhwx401	tts	25	2026-06-10	2026-06-19	0	0	25	0
spa_mx_for_eng	pod-0	spa	premium	rex	tts	45	2026-06-08	2026-06-19	0	0	45	0
spa_mx_for_eng	pod-0	spa	premium	eve	tts	44	2026-06-08	2026-06-10	0	0	44	0
spa_mx_for_eng	pod-0	spa	premium	xai_sal	tts	3	2026-06-10	2026-06-19	0	0	3	0
spa_mx_for_eng	pod-0	spa	premium	ara	tts	15	2026-06-10	2026-06-10	0	0	15	0
spa_mx_for_eng	pod-0	spa	premium	xai_ara	tts	5	2026-06-10	2026-06-10	0	0	5	0
spa_mx_for_eng	pod-0	spa	premium	xai_eve	tts	3	2026-06-10	2026-06-10	0	0	3	0
spa_mx_for_eng	pod-0	spa	premium	xai_rex	tts	5	2026-06-10	2026-06-19	0	0	5	0
spa_mx_for_eng	pod-0	spa	premium	sal	tts	22	2026-06-10	2026-06-10	0	0	22	0
spa_mx_for_eng	pod-0-unrecorded	spa	premium	rex	tts	38	2026-06-08	2026-06-19	0	0	38	0
spa_mx_for_eng	pod-0-unrecorded	spa	premium	eve	tts	34	2026-06-08	2026-06-10	0	0	34	0
spa_mx_for_eng	pod-0-unrecorded	spa	premium	sal	tts	19	2026-06-10	2026-06-10	0	0	19	0
spa_mx_for_eng	pod-0-unrecorded	spa	premium	ara	tts	9	2026-06-10	2026-06-10	0	0	9	0
spa_mx_for_eng	pod-0-unrecorded	spa	premium	xai_eve	tts	2	2026-06-10	2026-06-10	0	0	2	0
spa_mx_for_eng	pod-0-unrecorded	spa	premium	xai_ara	tts	5	2026-06-10	2026-06-10	0	0	5	0
spa_mx_for_eng	pod-0-unrecorded	spa	premium	xai_rex	tts	5	2026-06-10	2026-06-19	0	0	5	0
spa_mx_for_eng	pod-0-unrecorded	spa	premium	xai_sal	tts	2	2026-06-10	2026-06-10	0	0	2	0
swa_for_eng	pod-0	swa	free	sw-KE-ZuriNeural	tts	68	2026-05-05	2026-06-19	0	0	68	0
swa_for_eng	pod-0	swa	free	sw-KE-RafikiNeural	tts	64	2026-05-06	2026-06-19	0	0	64	0
swa_for_eng	pod-0	swa	free	azure_sw-KE-RafikiNeural	tts	6	2026-06-10	2026-06-19	0	0	6	0
swa_for_eng	pod-0	swa	free	azure_sw-KE-ZuriNeural	tts	4	2026-06-10	2026-06-11	0	0	4	0
swa_for_eng	pod-0-unrecorded	swa	free	sw-KE-ZuriNeural	tts	59	2026-05-05	2026-06-19	0	0	59	0
swa_for_eng	pod-0-unrecorded	swa	free	sw-KE-RafikiNeural	tts	52	2026-05-06	2026-06-19	0	0	52	0
swa_for_eng	pod-0-unrecorded	swa	free	azure_sw-KE-RafikiNeural	tts	4	2026-06-10	2026-06-11	0	0	4	0
swa_for_eng	pod-0-unrecorded	swa	free	azure_sw-KE-ZuriNeural	tts	3	2026-06-10	2026-06-11	0	0	3	0
swe_for_eng	pod-0	swe	free	xai_ara	tts	5	2026-06-08	2026-06-10	0	0	5	0
swe_for_eng	pod-0	swe	free	ara	tts	42	2026-06-08	2026-06-19	0	0	42	0
swe_for_eng	pod-0	swe	free	1f046a033914	tts	8	2026-06-08	2026-06-10	0	0	8	0
swe_for_eng	pod-0	swe	free	e22152e06fd8	tts	56	2026-06-08	2026-06-19	0	0	56	0
swe_for_eng	pod-0	swe	free	eve	tts	13	2026-06-10	2026-06-19	0	0	13	0
swe_for_eng	pod-0	swe	free	490ea3be50b1	tts	17	2026-06-10	2026-06-19	0	0	17	0
swe_for_eng	pod-0	swe	free	xai_eve	tts	1	2026-06-10	2026-06-10	0	0	1	0
swe_for_eng	pod-0-unrecorded	swe	free	ara	tts	31	2026-06-08	2026-06-19	0	0	31	0
swe_for_eng	pod-0-unrecorded	swe	free	e22152e06fd8	tts	48	2026-06-08	2026-06-19	0	0	48	0
swe_for_eng	pod-0-unrecorded	swe	free	1f046a033914	tts	8	2026-06-08	2026-06-10	0	0	8	0
swe_for_eng	pod-0-unrecorded	swe	free	xai_ara	tts	5	2026-06-08	2026-06-10	0	0	5	0
swe_for_eng	pod-0-unrecorded	swe	free	xai_eve	tts	1	2026-06-10	2026-06-10	0	0	1	0
swe_for_eng	pod-0-unrecorded	swe	free	490ea3be50b1	tts	12	2026-06-10	2026-06-19	0	0	12	0
swe_for_eng	pod-0-unrecorded	swe	free	eve	tts	11	2026-06-10	2026-06-19	0	0	11	0
tha_for_eng	pod-0	tha	free	908c4626660f	tts	39	2026-06-08	2026-07-16	0	0	39	0
tha_for_eng	pod-0	tha	free	eve	tts	18	2026-06-10	2026-07-16	0	0	18	0
tha_for_eng	pod-0	tha	free	rex	tts	17	2026-06-10	2026-07-16	0	0	17	0
tha_for_eng	pod-0	tha	free	xai_ara	tts	6	2026-06-10	2026-07-16	0	0	6	0
tha_for_eng	pod-0	tha	free	4ff93971bfdc	tts	28	2026-06-10	2026-07-16	0	0	28	0
tha_for_eng	pod-0	tha	free	xai_rex	tts	2	2026-06-10	2026-07-16	0	0	2	0
tha_for_eng	pod-0	tha	free	ara	tts	32	2026-06-10	2026-07-16	0	0	32	0
tha_for_eng	pod-0-unrecorded	tha	free	908c4626660f	tts	33	2026-06-08	2026-07-16	0	0	33	0
tha_for_eng	pod-0-unrecorded	tha	free	xai_ara	tts	6	2026-06-10	2026-07-16	0	0	6	0
tha_for_eng	pod-0-unrecorded	tha	free	rex	tts	16	2026-06-10	2026-07-16	0	0	16	0
tha_for_eng	pod-0-unrecorded	tha	free	xai_rex	tts	1	2026-06-10	2026-06-10	0	0	1	0
tha_for_eng	pod-0-unrecorded	tha	free	eve	tts	17	2026-06-10	2026-07-16	0	0	17	0
tha_for_eng	pod-0-unrecorded	tha	free	ara	tts	27	2026-06-10	2026-07-16	0	0	27	0
tha_for_eng	pod-0-unrecorded	tha	free	4ff93971bfdc	tts	25	2026-06-10	2026-07-16	0	0	25	0
tur_for_eng	pod-0	tur	free	670a0c3ac005	tts	56	2026-06-08	2026-06-19	0	0	56	0
tur_for_eng	pod-0	tur	free	182a91893636	tts	8	2026-06-10	2026-06-10	0	0	8	0
tur_for_eng	pod-0	tur	free	xai_ara	tts	9	2026-06-10	2026-06-19	0	0	9	0
tur_for_eng	pod-0	tur	free	ara	tts	38	2026-06-10	2026-06-19	0	0	38	0
tur_for_eng	pod-0	tur	free	xai_eve	tts	1	2026-06-10	2026-06-10	0	0	1	0
tur_for_eng	pod-0	tur	free	eve	tts	13	2026-06-10	2026-06-19	0	0	13	0
tur_for_eng	pod-0	tur	free	d634b6da3d3b	tts	17	2026-06-10	2026-06-19	0	0	17	0
tur_for_eng	pod-0-unrecorded	tur	free	670a0c3ac005	tts	45	2026-06-08	2026-06-19	0	0	45	0
tur_for_eng	pod-0-unrecorded	tur	free	eve	tts	11	2026-06-10	2026-06-19	0	0	11	0
tur_for_eng	pod-0-unrecorded	tur	free	xai_ara	tts	8	2026-06-10	2026-06-10	0	0	8	0
tur_for_eng	pod-0-unrecorded	tur	free	d634b6da3d3b	tts	11	2026-06-10	2026-06-19	0	0	11	0
tur_for_eng	pod-0-unrecorded	tur	free	182a91893636	tts	7	2026-06-10	2026-06-10	0	0	7	0
tur_for_eng	pod-0-unrecorded	tur	free	xai_eve	tts	1	2026-06-10	2026-06-10	0	0	1	0
tur_for_eng	pod-0-unrecorded	tur	free	ara	tts	30	2026-06-10	2026-06-19	0	0	30	0
ukr_for_eng	pod-0	ukr	free	uk-UA-PolinaNeural	tts	68	2026-05-05	2026-07-16	0	0	68	0
ukr_for_eng	pod-0	ukr	free	azure_uk-UA-OstapNeural	tts	12	2026-05-06	2026-07-16	0	0	12	0
ukr_for_eng	pod-0	ukr	free	uk-UA-OstapNeural	tts	60	2026-05-06	2026-07-16	0	0	60	0
ukr_for_eng	pod-0	ukr	free	azure_uk-UA-PolinaNeural	tts	2	2026-06-11	2026-06-11	0	0	2	0
ukr_for_eng	pod-0-unrecorded	ukr	free	uk-UA-PolinaNeural	tts	58	2026-05-05	2026-07-16	0	0	58	0
ukr_for_eng	pod-0-unrecorded	ukr	free	azure_uk-UA-OstapNeural	tts	12	2026-05-06	2026-07-16	0	0	12	0
ukr_for_eng	pod-0-unrecorded	ukr	free	uk-UA-OstapNeural	tts	51	2026-06-10	2026-07-16	0	0	51	0
ukr_for_eng	pod-0-unrecorded	ukr	free	azure_uk-UA-PolinaNeural	tts	1	2026-06-11	2026-06-11	0	0	1	0
zho_for_eng	pod-0	zho	premium	d18jlf6v	tts	8	2026-06-08	2026-06-10	0	0	8	0
zho_for_eng	pod-0	zho	premium	jpi39icg	tts	56	2026-06-08	2026-06-10	0	0	56	0
zho_for_eng	pod-0	zho	premium	eve	tts	14	2026-06-10	2026-06-19	0	0	14	0
zho_for_eng	pod-0	zho	premium	33g9t0jl	tts	17	2026-06-10	2026-06-10	0	0	17	0
zho_for_eng	pod-0	zho	premium	ara	tts	43	2026-06-10	2026-06-19	0	0	43	0
zho_for_eng	pod-0	zho	premium	xai_ara	tts	4	2026-06-10	2026-06-10	0	0	4	0
